价格,新车价,行驶时间,公里数,保养方式,使用类型,所在地,环境标准,年检到期日,保险到期日,depre,city,miles,years,y
35.8,54.23,2年10个月,6.80万公里,4S店定期保养,非营运车,成都,"国4,国5",2018年12月,2017年12月,0.660151207819,cd,6.8,2.16666666667,0.663968121725
15.8,23.76,2年1个月,6.99万公里,4S店定期保养,非营运车,成都,"国4,京5",2017年09月,2017年09月,0.664983164983,cd,6.99,2.16666666667,0.685580940177
9.75,22.13,4年6个月,12.80万公里,4S店定期保养,非营运车,成都,国4,2019年04月,2019年04月,0.440578400362,cd,12.8,4.33333333333,-0.238814982247
6.98,9.76,1年6个月,4.80万公里,4S店定期保养,非营运车,成都,"国4,国5",2018年04月,2019年04月,0.715163934426,cd,4.8,1.08333333333,0.920597989072
5.1,9.76,3年10个月,7.78万公里,非4S店定期保养,非营运车,成都,国4,2017年12月,2017年12月,0.522540983607,cd,7.78,3.25,0.0902250915927
10.05,17.35,3年1个月,4.00万公里,4S店定期保养,非营运车,成都,"国4,国5",2018年09月,2018年09月,0.579250720461,cd,4.0,3.25,0.319698286351
25.28,58.4,3年11个月,7.00万公里,4S店定期保养,非营运车,成都,欧4,2017年11月,2017年11月,0.432876712329,cd,7.0,3.25,-0.270123760238
15.38,30.18,4年7个月,6.40万公里,4S店定期保养,非营运车,成都,欧4,2019年03月,2019年03月,0.509609012591,cd,6.4,4.33333333333,0.0384407833074
16.58,25.39,1年11个月,3.40万公里,4S店定期保养,非营运车,成都,"国4,京5",2017年11月,2017年11月,0.653012997243,cd,3.4,1.08333333333,0.632309709759
18.68,32.55,2年2个月,2.80万公里,4S店定期保养,非营运车,成都,欧4,2017年11月,2017年11月,0.573886328725,cd,2.8,2.16666666667,0.297725198474
11.22,21.7,3年1个月,8.04万公里,非4S店定期保养,非营运车,成都,"国4,国5",2018年09月,- -,0.517050691244,cd,8.04,3.25,0.0682292212017
1.9,9.75,8年6个月,6.80万公里,非4S店定期保养,非营运车,成都,国4,2018年04月,2018年04月,0.194871794872,cd,6.8,8.66666666667,-1.41865964562
32.8,51.0,1年10个月,1.60万公里,4S店定期保养,非营运车,成都,国5,2017年12月,2017年12月,0.643137254902,cd,1.6,1.08333333333,0.589006921307
18.8,26.03,1年8个月,4.00万公里,4S店定期保养,非营运车,成都,"国4,国5",2018年02月,2019年02月,0.722243565117,cd,4.0,1.08333333333,0.955617833665
6.78,13.89,4年7个月,5.40万公里,4S店定期保养,非营运车,成都,欧4,2019年03月,2019年03月,0.488120950324,cd,5.4,4.33333333333,-0.0475251418628
12.28,20.83,2年8个月,0.92万公里,4S店定期保养,非营运车,成都,"国4,京5",2019年02月,2019年02月,0.589534325492,cd,0.92,2.16666666667,0.36204063977
8.38,12.57,2年3个月,3.00万公里,4S店定期保养,非营运车,成都,"国4,京5",2017年10月,2017年10月,0.666666666667,cd,3.0,2.16666666667,0.69314718056
1.68,6.39,7年,7.12万公里,无定期保养,非营运车,成都,"国3,OBD",2017年11月,2017年11月,0.262910798122,cd,7.12,7.58333333333,-1.03089411461
9.3,13.55,1年2个月,1.00万公里,4S店定期保养,非营运车,成都,国5,2018年08月,2017年12月,0.686346863469,cd,1.0,1.08333333333,0.783095417223
2.88,8.89,6年1个月,4.68万公里,无定期保养,非营运车,成都,国4,2017年11月,2017年11月,0.323959505062,cd,4.68,6.5,-0.735634454399
3.6,7.21,4年9个月,5.23万公里,无定期保养,非营运车,成都,国4,2017年11月,2017年11月,0.499306518724,cd,5.23,4.33333333333,-0.00277392688273
2.98,7.85,5年10个月,6.23万公里,无定期保养,非营运车,成都,国4,2017年11月,2017年11月,0.379617834395,cd,6.23,5.41666666667,-0.491170636577
16.7,85.57,12年,15.30万公里,无定期保养,非营运车,成都,欧3,2017年11月,2017年11月,0.195161855791,cd,15.3,1.08333333333,-1.41681195013
5.38,14.42,7年2个月,8.23万公里,无定期保养,非营运车,成都,国3,2017年11月,2017年11月,0.373092926491,cd,8.23,7.58333333333,-0.51897080023
8.0,14.86,3年9个月,4.38万公里,无定期保养,非营运车,成都,国4,2017年11月,2017年11月,0.538358008075,cd,4.38,3.25,0.153734099942
1.6,12.33,13年1个月,10.40万公里,无定期保养,非营运车,成都,国2,2017年11月,2017年11月,0.129764801298,cd,10.4,1.08333333333,-1.9030399274
5.58,9.87,3年11个月,3.20万公里,4S店定期保养,非营运车,成都,国4,2017年11月,2017年11月,0.565349544073,cd,3.2,3.25,0.262902043453
8.38,12.44,2年6个月,4.50万公里,4S店定期保养,非营运车,成都,"国4,OBD",2019年04月,2019年04月,0.673633440514,cd,4.5,2.16666666667,0.72466494088
8.0,13.01,2年7个月,5.93万公里,无定期保养,非营运车,成都,"OBD,国5",2017年11月,2017年11月,0.614911606457,cd,5.93,2.16666666667,0.468005626583
5.8,8.24,2年1个月,0.66万公里,无定期保养,非营运车,成都,国5,2017年11月,2017年11月,0.703883495146,cd,0.66,2.16666666667,0.865859878247
9.5,14.53,2年7个月,3.14万公里,无定期保养,非营运车,成都,国4,2017年11月,2017年11月,0.653819683414,cd,3.14,2.16666666667,0.635871814495
33.5,38.4,1年1个月,2.60万公里,无定期保养,非营运车,成都,欧5,2017年11月,2017年11月,0.872395833333,cd,2.6,1.08333333333,1.92231023371
31.8,51.0,2年4个月,3.20万公里,4S店定期保养,非营运车,成都,国5,2019年06月,2019年06月,0.623529411765,cd,3.2,2.16666666667,0.504556010752
32.8,55.14,4年1个月,3.70万公里,4S店定期保养,非营运车,成都,欧4,2018年09月,2018年09月,0.594849474066,cd,3.7,4.33333333333,0.384049721749
3.8,12.35,6年11个月,12.00万公里,4S店定期保养,非营运车,成都,国4,2017年11月,2017年11月,0.307692307692,cd,12.0,6.5,-0.810930216216
3.18,5.84,1年9个月,1.25万公里,无定期保养,非营运车,成都,- -,2017年11月,2017年11月,0.544520547945,cd,1.25,1.08333333333,0.178555073998
8.8,13.45,2年5个月,3.80万公里,4S店定期保养,非营运车,成都,"国4,国5",2019年05月,2019年05月,0.654275092937,cd,3.8,2.16666666667,0.637884501885
7.88,12.62,3年7个月,4.80万公里,4S店定期保养,非营运车,成都,国4,2018年03月,2019年03月,0.62440570523,cd,4.8,3.25,0.508290768163
23.8,28.53,1年1个月,0.40万公里,4S店定期保养,非营运车,成都,"国4,国5",2018年09月,2018年09月,0.834209603926,cd,0.4,1.08333333333,1.61576037817
29.8,38.4,2年1个月,1.90万公里,非4S店定期保养,非营运车,成都,欧5,2019年09月,2018年09月,0.776041666667,cd,1.9,2.16666666667,1.24274619025
8.3,12.24,3年7个月,6.30万公里,4S店定期保养,非营运车,成都,欧4,2018年03月,2019年03月,0.678104575163,cd,6.3,3.25,0.745074791493
34.8,54.25,3年4个月,4.00万公里,4S店定期保养,非营运车,成都,"国4,京5",2018年06月,2019年06月,0.641474654378,cd,4.0,3.25,0.581770316716
9.68,17.13,2年5个月,2.00万公里,4S店定期保养,非营运车,成都,国4,2019年05月,2019年05月,0.56509048453,cd,2.0,2.16666666667,0.261847868897
11.68,19.52,5年4个月,8.00万公里,4S店定期保养,非营运车,成都,国4,2018年06月,2019年06月,0.598360655738,cd,8.0,5.41666666667,0.398639143038
4.88,11.92,5年,5.00万公里,4S店定期保养,非营运车,成都,国4,2018年10月,2017年10月,0.409395973154,cd,5.0,5.41666666667,-0.366462950305
9.88,15.08,3年4个月,2.00万公里,4S店定期保养,非营运车,成都,"国4,国5",2018年06月,2019年06月,0.655172413793,cd,2.0,3.25,0.641853886172
15.88,57.89,7年4个月,8.70万公里,4S店定期保养,非营运车,成都,国4,2018年06月,2018年06月,0.274313352911,cd,8.7,7.58333333333,-0.972847229362
13.8,20.6,2年2个月,3.00万公里,4S店定期保养,非营运车,成都,"国4,国5",已到期,已到期,0.669902912621,cd,3.0,2.16666666667,0.707745979981
23.68,60.79,6年4个月,7.00万公里,4S店定期保养,非营运车,成都,国4,2019年06月,2019年06月,0.38953775292,cd,7.0,6.5,-0.449255665057
6.98,8.88,1年5个月,2.00万公里,4S店定期保养,非营运车,成都,"国4,国5",2018年05月,2018年05月,0.786036036036,cd,2.0,1.08333333333,1.3011950306
14.88,57.89,8年4个月,9.00万公里,4S店定期保养,非营运车,成都,国4,2018年06月,2018年06月,0.257039212299,cd,9.0,8.66666666667,-1.06141461739
21.8,51.0,5年7个月,8.50万公里,4S店定期保养,非营运车,成都,欧4,2018年03月,2019年03月,0.427450980392,cd,8.5,5.41666666667,-0.292258739479
21.8,36.8,3年9个月,4.00万公里,4S店定期保养,非营运车,成都,国4,2018年01月,2019年01月,0.592391304348,cd,4.0,3.25,0.373859768693
12.3,14.09,11个月,1.50万公里,4S店定期保养,非营运车,成都,国5,2018年11月,2017年11月,0.872959545777,cd,1.5,1.08333333333,1.92738364253
6.8,14.64,4年3个月,3.60万公里,4S店定期保养,非营运车,成都,国4,2017年10月,2017年10月,0.464480874317,cd,3.6,4.33333333333,-0.14231622218
10.28,22.22,3年7个月,4.84万公里,非4S店定期保养,非营运车,成都,"国4,国5",2018年03月,2018年03月,0.462646264626,cd,4.84,3.25,-0.149693847937
6.58,13.0,5年3个月,6.30万公里,4S店定期保养,非营运车,成都,国4,2018年11月,2017年11月,0.506153846154,cd,6.3,5.41666666667,0.0246166276354
4.3,13.01,7年1个月,6.83万公里,无定期保养,非营运车,成都,国4,2017年11月,2017年11月,0.33051498847,cd,6.83,7.58333333333,-0.705856768165
4.18,6.49,3年4个月,3.50万公里,4S店定期保养,非营运车,成都,"国4,京5",2018年06月,2019年06月,0.64406779661,cd,3.5,3.25,0.593063722003
7.68,21.7,7年1个月,7.00万公里,4S店定期保养,非营运车,成都,国4,2018年09月,2018年09月,0.353917050691,cd,7.0,7.58333333333,-0.601865334447
22.58,33.95,2年3个月,3.50万公里,4S店定期保养,非营运车,成都,"国4,国5",2019年07月,2019年07月,0.665095729013,cd,3.5,2.16666666667,0.686086250959
4.58,11.92,6年,5.10万公里,无定期保养,非营运车,成都,"国4,OBD",2017年11月,2017年11月,0.384228187919,cd,5.1,6.5,-0.4716398445
43.98,80.11,3年5个月,5.77万公里,4S店定期保养,非营运车,成都,欧4,2018年05月,2019年05月,0.548995131694,cd,5.77,3.25,0.196611439967
11.6,14.85,1年6个月,2.50万公里,4S店定期保养,非营运车,成都,"国4,国5",2018年04月,2019年04月,0.781144781145,cd,2.5,1.08333333333,1.27235010177
9.8,23.64,7年5个月,9.00万公里,4S店定期保养,非营运车,成都,国4,2018年05月,2018年05月,0.414551607445,cd,9.0,7.58333333333,-0.345180564513
35.8,174.0,7年9个月,6.88万公里,无定期保养,非营运车,成都,欧4,2017年11月,2017年11月,0.205747126437,cd,6.88,7.58333333333,-1.35075401793
11.88,20.49,4年2个月,5.60万公里,4S店定期保养,非营运车,成都,国4,2019年08月,2018年08月,0.579795021962,cd,5.6,4.33333333333,0.321931995495
26.8,58.8,5年,15.00万公里,4S店定期保养,非营运车,成都,国4,2018年10月,2017年10月,0.455782312925,cd,15.0,5.41666666667,-0.177334015283
15.0,20.17,10个月,1.80万公里,4S店定期保养,非营运车,成都,"国5,京5",2018年12月,2017年12月,0.743678730788,cd,1.8,1.08333333333,1.06517751258
5.2,10.07,6年,7.77万公里,4S店定期保养,非营运车,成都,国4,2017年10月,2017年10月,0.51638530288,cd,7.77,6.5,0.0655646884929
6.8,13.45,4年11个月,6.90万公里,4S店定期保养,非营运车,成都,国4,2018年11月,2017年11月,0.505576208178,cd,6.9,4.33333333333,0.0223057575143
25.0,65.89,5年2个月,6.00万公里,4S店定期保养,非营运车,成都,欧4,2018年08月,2018年08月,0.379420245864,cd,6.0,5.41666666667,-0.492009709508
25.8,65.89,5年2个月,5.00万公里,4S店定期保养,非营运车,成都,欧4,2018年08月,2018年08月,0.391561693732,cd,5.0,5.41666666667,-0.440752434727
46.0,94.22,3年11个月,6.00万公里,4S店定期保养,非营运车,成都,欧4,2017年11月,2017年11月,0.48821906177,cd,6.0,3.25,-0.0471324762639
19.38,33.63,4年6个月,4.00万公里,4S店定期保养,非营运车,成都,国4,2019年04月,已到期,0.576271186441,cd,4.0,4.33333333333,0.307484699748
56.2,206.24,5年11个月,8.00万公里,4S店定期保养,非营运车,成都,欧4,2017年11月,2017年11月,0.272498060512,cd,8.0,5.41666666667,-0.981985168314
6.86,18.87,5年11个月,13.70万公里,4S店定期保养,非营运车,成都,国4,2017年11月,2017年11月,0.363540010599,cd,13.7,5.41666666667,-0.560032194354
16.58,42.12,5年2个月,9.00万公里,4S店定期保养,非营运车,成都,国4,2018年03月,2018年04月,0.393637226971,cd,9.0,5.41666666667,-0.432048700897
19.8,34.52,1年10个月,2.00万公里,4S店定期保养,非营运车,成都,欧4,2017年12月,2017年12月,0.573580533024,cd,2.0,1.08333333333,0.2964748244
4.78,6.17,1年6个月,1.42万公里,无定期保养,非营运车,成都,"国4,国5",2017年11月,2017年11月,0.77471636953,cd,1.42,1.08333333333,1.23513679936
7.8,14.63,3年6个月,3.80万公里,无定期保养,非营运车,成都,"国4,京5",2017年11月,2017年11月,0.533151059467,cd,3.8,3.25,0.132799060113
17.6,25.49,10个月,1.10万公里,4S店定期保养,非营运车,成都,国5,2018年12月,2017年12月,0.690466849745,cd,1.1,1.08333333333,0.802302767186
27.98,46.52,4年4个月,5.00万公里,4S店定期保养,非营运车,成都,国4,2019年06月,已到期,0.601461736887,cd,5.0,4.33333333333,0.4115594091
14.8,42.33,7年10个月,10.00万公里,4S店定期保养,非营运车,成都,欧4,2017年12月,2017年12月,0.349633829435,cd,10.0,7.58333333333,-0.620649138384
8.5,24.67,9年9个月,7.00万公里,4S店定期保养,非营运车,成都,欧4,2018年01月,2018年01月,0.344548034049,cd,7.0,9.75,-0.643091510093
21.8,35.81,3年4个月,3.30万公里,4S店定期保养,非营运车,成都,国4,2018年06月,2019年06月,0.608768500419,cd,3.3,3.25,0.442138609446
26.8,37.97,2年4个月,1.50万公里,4S店定期保养,非营运车,成都,"国4,国5",2019年06月,2019年06月,0.705820384514,cd,1.5,2.16666666667,0.875170274436
5.6,13.01,5年,9.30万公里,非4S店定期保养,非营运车,成都,国4,2018年10月,2017年10月,0.43043812452,cd,9.3,5.41666666667,-0.280063841567
15.8,19.52,2年4个月,1.80万公里,4S店定期保养,非营运车,成都,"国4,国5",2019年06月,2019年06月,0.809426229508,cd,1.8,2.16666666667,1.44628627175
5.48,7.58,1年4个月,1.30万公里,无定期保养,非营运车,成都,"国4,国5",2017年11月,2017年11月,0.722955145119,cd,1.3,1.08333333333,0.959167756231
28.5,44.48,3年2个月,5.00万公里,非4S店定期保养,非营运车,成都,"国4,国5",2018年08月,2018年08月,0.640737410072,cd,5.0,3.25,0.578566146936
9.88,23.42,6年7个月,7.30万公里,4S店定期保养,非营运车,成都,国4,2019年03月,2019年03月,0.421861656704,cd,7.3,6.5,-0.315135755724
14.3,29.18,6年7个月,9.00万公里,4S店定期保养,非营运车,成都,国4,2019年03月,2019年03月,0.490061686086,cd,9.0,6.5,-0.0397584921391
20.18,50.47,6年3个月,10.00万公里,4S店定期保养,非营运车,成都,国4,2019年07月,2019年07月,0.399841489994,cd,10.0,6.5,-0.406125610114
48.8,125.91,6年6个月,6.00万公里,4S店定期保养,非营运车,成都,欧4,2017年12月,2017年12月,0.387578429037,cd,6.0,6.5,-0.457502660986
24.7,88.14,8年4个月,20.00万公里,4S店定期保养,非营运车,成都,欧5,2017年12月,2017年12月,0.280235988201,cd,20.0,8.66666666667,-0.943291333693
17.8,51.65,6年,8.20万公里,4S店定期保养,非营运车,成都,国4,2017年10月,2017年10月,0.344627299129,cd,8.2,6.5,-0.64274054206
23.8,58.8,5年2个月,7.50万公里,4S店定期保养,非营运车,成都,国4,2018年08月,2017年12月,0.404761904762,cd,7.5,5.41666666667,-0.385662480812
7.68,40.11,10年1个月,11.80万公里,4S店定期保养,非营运车,成都,国3,已到期,已到期,0.191473448018,cd,11.8,1.08333333333,-1.44046437316
4.68,6.73,3年1个月,3.30万公里,4S店定期保养,非营运车,成都,国4,2018年09月,2018年09月,0.695393759287,cd,3.3,3.25,0.825458316779
13.8,21.7,3年7个月,3.50万公里,4S店定期保养,非营运车,成都,"国4,国5",2018年03月,2019年03月,0.635944700461,cd,3.5,3.25,0.55780583269
22.88,92.05,9年5个月,25.00万公里,4S店定期保养,非营运车,成都,欧4,2018年05月,2018年05月,0.24856056491,cd,25.0,9.75,-1.1063040761
20.98,55.9,7年4个月,6.00万公里,4S店定期保养,非营运车,成都,国4,2018年06月,已到期,0.375313059034,cd,6.0,7.58333333333,-0.509490128003
48.0,100.19,4年11个月,8.00万公里,4S店定期保养,非营运车,成都,欧4,2018年11月,2017年11月,0.479089729514,cd,8.0,4.33333333333,-0.0836898947474
36.8,46.66,2年,4.00万公里,4S店定期保养,非营运车,成都,国4,2017年10月,2017年10月,0.788684097728,cd,4.0,2.16666666667,1.31701167656
18.8,35.69,5年2个月,2.00万公里,4S店定期保养,非营运车,成都,欧5,2018年08月,2019年08月,0.526758195573,cd,2.0,5.41666666667,0.107135139016
15.0,27.12,6年2个月,18.40万公里,非4S店定期保养,非营运车,成都,欧4,2018年08月,2018年08月,0.553097345133,cd,18.4,6.5,0.213193220461
14.0,28.63,4年10个月,2.98万公里,非4S店定期保养,非营运车,成都,国4,2018年12月,2017年12月,0.488997555012,cd,2.98,4.33333333333,-0.0440168854168
8.5,18.21,8年7个月,8.30万公里,非4S店定期保养,非营运车,成都,国4,2018年03月,- -,0.466776496431,cd,8.3,8.66666666667,-0.133090118807
3.48,10.83,6年11个月,12.10万公里,非4S店定期保养,非营运车,成都,国4,2017年11月,2017年11月,0.321329639889,cd,12.1,6.5,-0.747668019438
3.1,9.87,7年4个月,6.34万公里,非4S店定期保养,非营运车,成都,国4,2018年06月,2018年06月,0.314083080041,cd,6.34,7.58333333333,-0.781098975433
9.5,18.43,4年4个月,5.13万公里,非4S店定期保养,非营运车,成都,"国4,国5",2019年06月,2018年06月,0.515463917526,cd,5.13,4.33333333333,0.0618754037181
2.1,8.88,7年2个月,6.00万公里,非4S店定期保养,非营运车,成都,国4,2018年08月,2018年08月,0.236486486486,cd,6.0,7.58333333333,-1.17203975722
25.5,63.83,5年3个月,7.12万公里,非4S店定期保养,非营运车,成都,国4,2018年07月,已到期,0.399498668338,cd,7.12,5.41666666667,-0.407554427228
2.7,6.17,3年8个月,4.60万公里,非4S店定期保养,非营运车,成都,"国4,京5",2018年02月,2018年02月,0.437601296596,cd,4.6,3.25,-0.250902820948
2.98,8.12,6年10个月,9.50万公里,非4S店定期保养,非营运车,成都,"国3,OBD",2017年12月,2018年01月,0.366995073892,cd,9.5,6.5,-0.54512977895
2.88,6.71,7年5个月,9.00万公里,4S店定期保养,非营运车,成都,国4,2018年05月,2018年05月,0.429210134128,cd,9.0,7.58333333333,-0.285074509045
