,GPS导航,city,depre,miles,y,years,上牌城市,上牌时间,主副驾驶安全气囊,事故排查,仪表台指示灯,供油方式,倒车影像系统,倒车雷达,儿童座椅接口,全景天窗,公里数,内部配置,前制动类型,前后排侧气囊,前后排头部气囊,前后排座椅加热,前后电动车窗,前悬挂类型,前轮胎规格,助力类型,卖家报价(万),厂商,发动机,发动机状态,变速箱1,变速箱及转向,变速箱详情,后制动类型,后悬挂类型,后视镜加热,后视镜电动调节,后视镜电动调节.1,后轮胎规格,外观件更换检测,外部配置,多功能方向盘,安全系统,定速巡航,底盘悬架项,总车型,感应后备箱,感应雨刷,排放标准,排放标准.1,排量,整备质量,新车指导价(万),无钥匙启动系统,最大扭矩,最大马力,服务费,机舱项,款式年份,气缸,泡水排查,漆面修复检测,火烧排查,灯光系统,燃料类型,燃油标号,电动吸合门,电动天窗,真皮座椅,空调,级别,缺陷项检测,胎压检测,自动空调,行李容积,车内中控锁,车型1,车身稳定控制,车身结构,轴承,进气形式,钣金修复检测,长宽高,防抱死系统,随车工具,驱动方式,驻车制动类型,高科技配置
30,无,cd,0.389690721649,14.8,-0.448612439264,4.0,成都,2013-06,正常/正常,0.0,0.0,多点电喷,无,标配,无,无,14.8万公里,0.0,通风盘式,无/无,无/无,无/无,标配,麦弗逊式独立悬架,215/60 R17,机械液压助力,3.78,奇瑞汽车,1.6L 126马力 L4,0.0,手动,0.0,5档手动变速箱(MT),盘式,双连杆拖曳臂式独立悬架,无,标配/标配,标配,215/60 R17,0.0,0.0,标配,0.0,无,0.0,奇瑞瑞虎 2012款 精英版 1.6L 手动舒适型DVVT,无,无,国四,国四,1.6,1343,9.7,无,160,126.0,3500元（车价x4%，最低3500元） ,0.0,2012款,L4,0.0,3.0,0.0,0.0,汽油,92号,无,无,无,标配,小型SUV,4.0,无,无,-,标配,奇瑞瑞虎,无,5门5座SUV,2510,自然吸气,1.0,4390/1765/1705,标配,0.0,-,-,0.0
31,标配,cd,0.634328358209,8.1,0.55083095838,1.66666666667,成都,2015-10,正常/正常,0.0,0.0,多点电喷,标配,标配,标配,无,8.1万公里,0.0,通风盘式,正常/无,正常/正常,标配/无,标配,麦弗逊式独立悬架,225/65 R17,机械液压助力,8.5,长城汽车,1.5T 150马力 L4,0.0,手动,0.0,6档手动变速箱(MT),盘式,双横臂式独立悬架,标配,标配/标配,标配,225/65 R17,0.0,0.0,标配,0.0,标配,0.0,哈弗H6 2015款 改款 运动版 1.5T 手动两驱精英型,无,标配,国四,国四,1.5,-,13.4,标配,210,150.0,3500元（车价x4%，最低3500元） ,0.0,2015款,L4,0.0,1.0,0.0,0.0,汽油,92号,无,标配,无,标配,紧凑型SUV,0.0,标配,标配,808-20,标配,哈弗H6,标配,5门5座SUV,2680,涡轮增压,0.0,4649/1852/1710,标配,0.0,-,-,0.0
32,无,cd,0.458974358974,12.55,-0.164472327635,3.5,成都,2013-12,正常/无,0.0,0.0,多点电喷,无,无,标配,无,12.55万公里,0.0,通风盘式,无/无,无/无,无/无,无,麦弗逊式独立悬架,205/65 R15,机械液压助力,3.58,吉利汽车,1.5L 109马力 L4,0.0,手动,0.0,5档手动变速箱(MT),盘式,扭力梁式后悬架,无,标配/标配,标配,205/65 R15,0.0,0.0,无,0.0,无,0.0,吉利经典帝豪 2013款 三厢 1.5L 手动进取型,无,无,国四,国四,1.5,1258,7.8,无,140,109.0,3500元（车价x4%，最低3500元） ,0.0,2013款,L4,0.0,7.0,0.0,0.0,汽油,92号,无,无,无,标配,紧凑型车,1.0,无,无,680,标配,吉利经典帝豪,无,4门5座三厢车,2650,自然吸气,3.0,4635/1789/1470,标配,0.0,,-,0.0
33,标配,cd,0.603174603175,10.16,0.418710334858,3.25,自贡,2014-03,正常/正常,0.0,0.0,多点电喷,标配,标配,标配,无,10.16万公里,0.0,通风盘式,无/无,无/无,无/无,标配,双横臂式扭杆弹簧独立悬架,235/70 R16,机械液压助力,7.6,长城汽车,2.0T 190马力 L4,0.0,手动,0.0,6档手动变速箱(MT),盘式,五连杆式非独立悬架,无,标配/标配,标配,235/70 R16,1.0,0.0,标配,0.0,标配,0.0,哈弗H5 2013款 智尊版 2.0T手动四驱精英型,无,标配,国四,国四,2.0,1830,12.6,无,250,190.0,3500元（车价x4%，最低3500元） ,0.0,2013款,L4,0.0,2.0,0.0,0.0,汽油,92号,无,无,标配,标配,紧凑型SUV,5.0,标配,标配,-,标配,哈弗H5,无,5门5座SUV,2700,涡轮增压,3.0,4650/1800/1755,标配,0.0,分时四驱,-,0.0
34,无,cd,0.73732718894,8.06,1.0321225474,1.5,成都,2015-12,正常/正常,0.0,0.0,多点电喷,标配,标配,标配,无,8.06万公里,0.0,通风盘式,正常/无,正常/正常,无/无,标配,麦弗逊式独立悬架,225/65 R17,电动助力,16.0,一汽丰田,2.0L 147马力 L4,0.0,自动,0.0,无级变速档无级变速箱(CVT),盘式,双叉臂式独立悬架,无,标配/标配,标配,225/65 R17,0.0,0.0,标配,0.0,无,0.0,丰田RAV4 2015款 2.0L CVT两驱风尚版,无,无,国四,国四,2.0,1510,21.7,无,187,147.0,6400元（车价x4%，最低3500元） ,0.0,2015款,L4,0.0,3.0,0.0,0.0,汽油,92号,无,标配,无,标配,紧凑型SUV,1.0,标配,标配,-,标配,丰田RAV4,无,5门5座SUV,2660,自然吸气,1.0,4570/1845/1670,标配,0.0,-,-,0.0
35,标配,cd,0.753374233129,3.14,1.11669002009,1.0,成都,2016-06,正常/正常,0.0,0.0,多点电喷,标配,标配,标配,无,3.14万公里,0.0,通风盘式,正常/正常,正常/正常,无/无,标配,双横臂式独立悬架,245/65 R17,机械液压助力,12.28,北京汽车,2.0T 204马力 L4,0.0,手动,0.0,5档手动变速箱(MT),盘式,五连杆式非独立悬架,标配,标配/标配,标配,245/65 R17,2.0,0.0,标配,0.0,无,0.0,北京BJ40 2016款 40L 2.0T 手动四驱尊贵版,无,无,国五,国五,2.0,2005,16.3,无,280,204.0,4912元（车价x4%，最低3500元） ,0.0,2016款,L4,0.0,0.0,0.0,0.0,汽油,92号,无,无,无,标配,紧凑型SUV,0.0,无,无,532-96,无,北京BJ40,标配,4门5座SUV,2730,涡轮增压,0.0,4630/1843/1861,标配,0.0,分时四驱,-,0.0
36,标配,cd,0.854368932039,3.6,1.76928661338,1.16666666667,成都,2016-04,正常/正常,0.0,0.0,多点电喷,标配,标配,标配,无,3.6万公里,0.0,通风盘式,正常/无,正常/正常,标配/无,标配,麦弗逊式独立悬架,225/55 R18,电动助力,17.6,广汽三菱,2.4L 192马力 L4,0.0,自动,0.0,6档无级变速箱(CVT),盘式,多连杆独立悬架,标配,标配/标配,标配,225/55 R18,0.0,0.0,标配,0.0,标配,0.0,三菱欧蓝德 2016款 2.4L 四驱精英版 5座,无,标配,国五,国五,2.4,1585,20.6,标配,235,192.0,7040元（车价x4%，最低3500元） ,0.0,2016款,L4,0.0,0.0,0.0,0.0,汽油,92号,无,标配,标配,标配,紧凑型SUV,0.0,无,标配,-,标配,三菱欧蓝德,标配,5门5座SUV,2670,自然吸气,0.0,4705/1810/1680,标配,0.0,适时四驱,-,0.0
37,标配,cd,0.667625899281,5.2,0.697466841704,1.58333333333,成都,2015-11,正常/正常,0.0,0.0,直喷,标配,标配,标配,无,5.2万公里,0.0,通风盘式,正常/无,无/无,无/无,无,麦弗逊式独立悬架,205/60 R16,电动助力,9.28,长安马自达,1.5L 117马力 L4,0.0,手动,0.0,6档手动变速箱(MT),盘式,多连杆独立悬架,无,标配/标配,标配,205/60 R16,0.0,0.0,标配,0.0,无,0.0,马自达昂科赛拉 2016款 三厢 1.5L 手动豪华型,无,无,国四,国四,1.5,1259,13.9,标配,148,117.0,3712元（车价x4%，最低3500元） ,0.0,2016款,L4,0.0,0.0,0.0,0.0,汽油,92号,无,标配,加装,标配,紧凑型车,6.0,无,标配,419,标配,马自达昂科赛拉,标配,4门5座三厢车,2700,自然吸气,5.0,4582/1795/1458,标配,0.0,,-,0.0
38,无,cd,0.546341463415,8.4,0.185899378142,2.75,成都,2014-09,正常/正常,0.0,0.0,多点电喷,无,标配,标配,标配,8.4万公里,0.0,通风盘式,正常/无,无/无,标配/无,无,麦弗逊式独立悬架,225/45 R18,机械液压助力,11.2,东风悦达起亚,2.0L 162马力 L4,0.0,自动,0.0,6档手自一体变速箱(AT),盘式,多连杆独立悬架,标配,标配/标配,标配,225/45 R18,0.0,0.0,标配,0.0,无,0.0,起亚K5 2014款 2.0L 自动LUXURY,无,无,国四,国四,2.0,1480,20.5,标配,194,162.0,4480元（车价x4%，最低3500元） ,0.0,2014款,L4,0.0,4.0,0.0,0.0,汽油,92号,无,标配,标配,标配,中型车,1.0,无,标配,-,标配,起亚K5,标配,4门5座三厢车,2795,自然吸气,0.0,4845/1830/1460,标配,0.0,,-,0.0
39,标配,cd,0.567375886525,7.49,0.271152770501,2.33333333333,成都,2015-02,正常/正常,0.0,0.0,直喷,标配,标配,标配,无,7.49万公里,0.0,通风盘式,正常/正常,正常/正常,无/无,标配,麦弗逊式独立悬架,235/55 R18,机械液压助力,8.0,比亚迪,2.0T 205马力 L4,0.0,自动,0.0,6档双离合变速箱(DCT),盘式,多连杆独立悬架,标配,标配/标配,标配,235/55 R18,0.0,0.0,标配,0.0,标配,0.0,比亚迪S7 2015款 2.0T 自动尊贵型,无,无,国四,国四,2.0,1750,14.1,标配,320,205.0,3500元（车价x4%，最低3500元） ,0.0,2015款,L4,0.0,6.0,0.0,0.0,汽油,92号,无,标配,无,标配,中型SUV,2.0,标配,标配,365-23,标配,比亚迪S7,标配,5门7座SUV,2730,涡轮增压,2.0,4835/1855/1720,标配,0.0,,-,0.0
40,加装,cd,0.673504273504,5.16,0.724077481251,1.0,成都,2016-06,正常/正常,1.0,0.0,多点电喷,加装,标配,标配,无,5.16万公里,0.0,通风盘式,无/无,无/无,无/无,无,麦弗逊式独立悬架,185/60 R15,电动助力,7.88,一汽-大众,1.6L 110马力 L4,0.0,自动,0.0,6档自动变速箱(AT),鼓式,复合扭力梁式非独立悬架,标配,标配/标配,标配,185/60 R15,1.0,0.0,标配,0.0,标配,0.0,大众捷达 2016款 1.6L 25周年纪念版,无,标配,国四,国四,1.6,-,11.7,无,160,110.0,3500元（车价x4%，最低3500元） ,0.0,2016款,L4,0.0,2.0,0.0,0.0,汽油,92号,无,标配,加装,标配,紧凑型车,4.0,无,无,466,标配,大众捷达,无,4门5座三厢车,2603,自然吸气,1.0,4487/1706/1470,标配,0.0,,-,0.0
41,无,cd,0.666666666667,4.56,0.69314718056,1.33333333333,成都,2016-02,正常/正常,0.0,0.0,直喷,无,标配,标配,无,4.56万公里,0.0,通风盘式,正常/无,正常/正常,无/无,无,麦弗逊式独立悬架,215/50 R17,电动助力,11.0,东风标致,1.2T 136马力 L3,0.0,自动,0.0,6档手自一体变速箱(AT),盘式,扭力梁式非独立悬架,标配,标配/标配,标配,215/50 R17,0.0,0.0,标配,0.0,标配,0.0,标致408 2015款 1.2T 自动豪华版,无,无,国五,国五,1.2,1320,16.5,无,230,136.0,4400元（车价x4%，最低3500元） ,0.0,2015款,L3,0.0,2.0,0.0,0.0,汽油,92号,无,标配,无,标配,紧凑型车,0.0,标配,标配,455,标配,标致408,标配,4门5座三厢车,2730,涡轮增压,4.0,4750/1820/1488,标配,0.0,,-,0.0
42,无,cd,0.546875,10.5,0.188052231503,2.16666666667,成都,2015-04,正常/正常,0.0,0.0,多点电喷,无,标配,标配,无,10.5万公里,0.0,通风盘式,无/无,无/无,无/无,无,麦弗逊式独立悬架,205/55 R16,机械液压助力,7.0,东风雪铁龙,1.6L 106马力 L4,0.0,手动,0.0,5档手动变速箱(MT),盘式,可变形横梁式，带横向稳定杆,无,标配/标配,标配,205/55 R16,0.0,0.0,标配,0.0,标配,0.0,雪铁龙世嘉 2013款 1.6L 手动品尚型CNG,无,无,国四,国四,1.6,1390,12.8,无,142,106.0,3500元（车价x4%，最低3500元） ,0.0,2013款,L4,0.0,5.0,0.0,0.0,汽油,92号,无,无,无,无,紧凑型车,1.0,无,无,481,标配,雪铁龙世嘉,无,4门5座三厢车,2610,自然吸气,0.0,4588/1773/1486,标配,0.0,,-,0.0
43,无,cd,0.692810457516,3.69,0.813291492402,1.0,成都,2016-06,正常/正常,0.0,0.0,多点电喷,无,标配,标配,无,3.69万公里,0.0,通风盘式,正常/无,无/无,无/无,无,麦弗逊式独立悬架,205/55 R16,电动助力,10.6,上汽通用别克,1.4T 144马力 L4,0.0,自动,0.0,7档双离合变速箱(DCT),盘式,多连杆独立悬架,标配,标配/标配,标配,205/55 R16,0.0,0.0,标配,0.0,无,0.0,别克英朗 2016款 18T 双离合精英型,无,无,国五,国五,1.4,1295,15.3,无,200,144.0,4240元（车价x4%，最低3500元） ,0.0,2016款,L4,0.0,2.0,0.0,0.0,汽油,92号,无,标配,无,标配,紧凑型车,1.0,标配,无,-,标配,别克英朗,标配,4门5座三厢车,2640,涡轮增压,0.0,4587/1798/1463,标配,0.0,,-,0.0
44,无,cd,0.7625,4.9,1.16643488501,1.41666666667,成都,2016-01,正常/正常,0.0,0.0,多点电喷,加装,标配,标配,无,4.9万公里,0.0,通风盘式,正常/无,无/无,无/无,无,麦弗逊式独立悬架,195/65 R15,电子液压助力,9.15,长安马自达,1.6L 107马力 L4,0.0,自动,0.0,4档手自一体变速箱(AT),盘式,多连杆独立悬架,无,标配/标配,标配,195/65 R15,0.0,0.0,标配,0.0,无,0.0,马自达3星骋 2015款 三厢 1.6L 自动精英型,无,无,国四,国四,1.6,1260,12.0,无,145,107.0,3660元（车价x4%，最低3500元） ,0.0,2015款,L4,0.0,0.0,0.0,0.0,汽油,92号,无,标配,无,标配,紧凑型车,2.0,无,无,377,标配,马自达3星骋,无,4门5座三厢车,2640,自然吸气,0.0,4595/1755/1475,标配,0.0,,-,0.0
45,加装,cd,0.664516129032,6.51,0.683485269648,1.91666666667,成都,2015-07,正常/正常,0.0,0.0,多点电喷,加装,标配,标配,无,6.51万公里,0.0,通风盘式,无/无,无/无,无/无,标配,麦弗逊式独立悬架,215/65 R16,机械液压助力,6.18,海马郑州,1.6L 122马力 L4,0.0,手动,0.0,5档手动变速箱(MT),盘式,多连杆独立悬架,无,标配/标配,标配,215/65 R16,1.0,0.0,标配,0.0,无,0.0,海马S5 2015款 1.6L 手动豪华型天窗版,无,无,国五,国五,1.6,1350,9.3,无,160,122.0,3500元（车价x4%，最低3500元） ,0.0,2015款,L4,0.0,4.0,0.0,0.0,汽油,92号,无,标配,无,标配,紧凑型SUV,6.0,无,无,-,标配,海马S5,无,5门5座SUV,2630,自然吸气,1.0,4358/1823/1630,标配,0.0,,-,0.0
46,无,cd,0.697368421053,7.72,0.834797697623,1.91666666667,成都,2015-07,正常/正常,0.0,0.0,多点电喷,无,无,标配,无,7.72万公里,0.0,通风盘式,无/无,无/无,无/无,无,麦弗逊式独立悬架,205/60 R16,机械液压助力,10.6,北京现代,1.8L 143马力 L4,0.0,自动,0.0,6档手自一体变速箱(AT),盘式,多连杆独立悬架,无,标配/标配,标配,205/60 R16,0.0,0.0,无,0.0,无,0.0,现代名图 2014款 1.8L 自动舒适型GL,无,无,国四,国四,1.8,1378,15.2,无,176,143.0,4240元（车价x4%，最低3500元） ,0.0,2014款,L4,0.0,1.0,0.0,0.0,汽油,92号,无,无,无,标配,中型车,0.0,无,无,526,标配,现代名图,无,4门5座三厢车,2770,自然吸气,0.0,4710/1820/1470,标配,0.0,,-,0.0
47,无,cd,0.546875,10.5,0.188052231503,2.16666666667,成都,2015-04,正常/正常,0.0,0.0,多点电喷,无,标配,标配,无,10.5万公里,0.0,通风盘式,无/无,无/无,无/无,无,麦弗逊式独立悬架,205/55 R16,机械液压助力,7.0,东风雪铁龙,1.6L 106马力 L4,0.0,手动,0.0,5档手动变速箱(MT),盘式,可变形横梁式，带横向稳定杆,无,标配/标配,标配,205/55 R16,0.0,0.0,标配,0.0,标配,0.0,雪铁龙世嘉 2013款 1.6L 手动品尚型CNG,无,无,国四,国四,1.6,1390,12.8,无,142,106.0,3500元（车价x4%，最低3500元） ,0.0,2013款,L4,0.0,5.0,0.0,0.0,汽油,92号,无,无,无,无,紧凑型车,1.0,无,无,481,标配,雪铁龙世嘉,无,4门5座三厢车,2610,自然吸气,0.0,4588/1773/1486,标配,0.0,,-,0.0
48,无,cd,0.693548387097,6.38,0.816761136527,2.08333333333,成都,2015-05,正常/无,0.0,0.0,多点电喷,无,无,标配,无,6.38万公里,0.0,通风盘式,无/无,无/无,无/无,无,麦弗逊式独立悬架,185/65 R14,电动助力,4.3,东南汽车,1.5L 120马力 L4,0.0,手动,0.0,5档手动变速箱(MT),盘式,多连杆独立悬架,无,标配/标配,无,185/65 R14,0.0,0.0,无,0.0,无,0.0,东南V3菱悦 2015款 1.5L 手动精明版,无,无,国四,国四,1.5,-,6.2,无,143,120.0,3500元（车价x4%，最低3500元） ,0.0,2015款,L4,0.0,6.0,0.0,0.0,汽油,92号,无,无,无,标配,紧凑型车,0.0,无,无,420,标配,东南V3菱悦,无,4门5座三厢车,2500,自然吸气,1.0,4420/1700/1415,标配,0.0,,-,0.0
49,无,cd,0.68345323741,5.58,0.769687257682,1.25,成都,2016-03,正常/正常,0.0,0.0,多点电喷,标配,标配,标配,无,5.58万公里,0.0,通风盘式,正常/无,无/无,无/无,无,麦弗逊式独立悬架,205/55 R16,电动助力,9.5,北京现代,1.6L 128马力 L4,0.0,自动,0.0,6档手自一体变速箱(AT),盘式,扭力梁式非独立悬架,标配,标配/标配,标配,205/55 R16,0.0,0.0,标配,0.0,标配,0.0,现代朗动 2016款 1.6L 自动尊贵型,无,无,国五,国五,1.6,1275,13.9,标配,156,128.0,3800元（车价x4%，最低3500元） ,0.0,2016款,L4,0.0,2.0,0.0,0.0,汽油,92号,无,标配,无,标配,紧凑型车,0.0,无,无,473,标配,现代朗动,标配,4门5座三厢车,2700,自然吸气,0.0,4570/1775/1445,标配,0.0,,-,0.0
50,无,cd,0.521472392638,7.95,0.0859424298007,2.25,成都,2015-03,正常/正常,0.0,0.0,多点电喷,无,标配,标配,无,7.95万公里,0.0,通风盘式,正常/无,无/无,无/无,标配,麦弗逊式独立悬架,225/50 R17,电动助力,8.5,上汽通用雪佛兰,1.6T 184马力 L4,0.0,自动,0.0,6档手自一体变速箱(AT),盘式,后扭杆梁+瓦特连杆非独立悬架,无,标配/标配,标配,225/50 R17,0.0,0.0,标配,0.0,无,0.0,雪佛兰科鲁兹 2013款 掀背 1.6T 自动旗舰型,无,无,国四,国四,1.6,1485,16.3,无,235,184.0,3500元（车价x4%，最低3500元） ,0.0,2013款,L4,0.0,4.0,0.0,0.0,汽油,92号,无,标配,无,标配,紧凑型车,3.0,无,无,413,标配,雪佛兰科鲁兹,标配,5门5座掀背车,2685,涡轮增压,1.0,4510/1797/1477,标配,0.0,,-,0.0
51,加装,cd,0.597826086957,9.14,0.396415272588,2.41666666667,成都,2015-01,正常/正常,0.0,0.0,多点电喷,加装,无,标配,无,9.14万公里,0.0,通风盘式,无/无,无/无,无/无,标配,麦弗逊式独立悬架,225/65 R17,机械液压助力,5.5,比亚迪,2.0L 140马力 L4,0.0,手动,0.0,5档手动变速箱(MT),盘式,多连杆独立悬架,标配,标配/标配,标配,225/65 R17,0.0,0.0,标配,0.0,无,0.0,比亚迪S6 2014款 2.0L 手动豪华型 7座,无,无,国四,国四,2.0,-,9.2,标配,186,140.0,3500元（车价x4%，最低3500元） ,0.0,2014款,L4,0.0,3.0,0.0,0.0,汽油,92号,无,无,无,标配,中型SUV,2.0,无,标配,1084-2,标配,比亚迪S6,无,5门7座SUV,2720,自然吸气,0.0,4810/1855/1680,标配,0.0,,-,0.0
52,无,cd,0.551764705882,6.9,0.20780339332,1.83333333333,成都,2015-08,正常/正常,0.0,0.0,多点电喷,无,标配,标配,无,6.9万公里,0.0,通风盘式,正常/无,正常/正常,无/无,无,麦弗逊式独立悬架,215/60 R16,电子液压助力,9.38,长安标致雪铁龙,1.8L 139马力 L4,0.0,自动,0.0,6档手自一体变速箱(AT),盘式,纵臂扭转力式非独立悬架,无,标配/标配,标配,215/60 R16,1.0,0.0,标配,0.0,标配,0.0,DS 5LS 2014款 1.8L 自动舒适版VTi140,无,无,国四,国四,1.8,1455,17.0,无,170,139.0,3752元（车价x4%，最低3500元） ,0.0,5LS,L4,0.0,3.0,0.0,0.0,汽油,92号,无,无,无,标配,紧凑型车,5.0,无,无,466,标配,DS,标配,4门5座三厢车,2715,自然吸气,3.0,4702/1840/1510,标配,0.0,,-,0.0
53,标配,cd,0.765957446809,5.08,1.18562366566,1.41666666667,成都,2016-01,正常/正常,0.0,0.0,多点电喷,无,标配,标配,无,5.08万公里,0.0,通风盘式,无/无,无/无,无/无,标配,麦弗逊式独立悬架,235/65 R17,机械液压助力,7.2,众泰汽车,1.5T 162马力 L4,0.0,手动,0.0,5档手动变速箱(MT),盘式,多连杆独立悬架,标配,标配/标配,标配,235/65 R17,0.0,0.0,标配,0.0,无,0.0,众泰T600 2016款 1.5T 手动豪华型,无,无,国四,国四,1.5,1541,9.4,标配,215,162.0,3500元（车价x4%，最低3500元） ,0.0,2016款,L4,0.0,3.0,0.0,0.0,汽油,92号,无,无,无,标配,中型SUV,2.0,无,无,344,标配,众泰T600,无,5门5座SUV,2807,涡轮增压,1.0,4631/1893/1694,标配,0.0,,-,0.0
54,无,cd,0.606666666667,9.09,0.433322062611,2.91666666667,成都,2014-07,正常/正常,0.0,0.0,多点电喷,无,标配,标配,无,9.09万公里,0.0,通风盘式,正常/无,无/无,无/无,无,麦弗逊式独立悬架,205/55 R16,电动助力,9.1,上汽大众,1.6L 110马力 L4,0.0,自动,0.0,6档手自一体变速箱(AT),盘式,扭力梁式非独立悬架,标配,标配/标配,标配,205/55 R16,0.0,0.0,无,0.0,无,0.0,大众朗逸 2013款 改款经典 1.6L 自动舒适版,无,无,国四,国四,1.6,-,15.0,无,155,110.0,3640元（车价x4%，最低3500元） ,0.0,2013款,L4,0.0,2.0,0.0,0.0,汽油,92号,无,标配,标配,标配,紧凑型车,0.0,标配,无,478,标配,大众朗逸,标配,4门5座三厢车,2610,自然吸气,2.0,4605/1765/1460,标配,0.0,,-,0.0
55,标配,cd,0.714666666667,3.6,0.918158146049,1.08333333333,成都,2016-05,正常/正常,0.0,0.0,多点电喷,标配,标配,标配,无,3.6万公里,0.0,通风盘式,无/无,无/无,无/无,标配,麦弗逊式独立悬架,205/60 R16,电动助力,5.36,长城汽车,1.5L 106马力 L4,0.0,手动,0.0,5档手动变速箱(MT),盘式,纵臂扭力梁式复合悬架,无,标配/标配,标配,205/60 R16,0.0,0.0,标配,0.0,标配,0.0,哈弗H1 2016款 改款 蓝标 1.5L 手动舒适型,无,无,国四,国四,1.5,-,7.5,无,138,106.0,3500元（车价x4%，最低3500元） ,0.0,2016款,L4,0.0,2.0,0.0,0.0,汽油,92号,无,无,无,标配,小型SUV,1.0,标配,无,-,标配,哈弗H1,标配,5门5座SUV,2460,自然吸气,0.0,3898/1729/1621,标配,0.0,,-,0.0
56,无,cd,0.624,8.3,0.50656122498,2.08333333333,成都,2015-05,正常/正常,0.0,0.0,多点电喷,无,标配,标配,无,8.3万公里,0.0,通风盘式,正常/无,无/无,无/无,无,麦弗逊式独立悬架,205/55 R16,电动助力,7.8,东风悦达起亚,1.6L 128马力 L4,0.0,手动,0.0,6档手动变速箱(MT),盘式,扭力梁式非独立悬架,标配,标配/标配,标配,205/55 R16,0.0,0.0,标配,0.0,无,0.0,起亚K3 2015款 1.6L 手动GLS,无,无,国四,国四,1.6,1230,12.5,无,156,128.0,3500元（车价x4%，最低3500元） ,0.0,2015款,L4,0.0,0.0,0.0,0.0,汽油,92号,无,标配,无,标配,紧凑型车,4.0,无,无,-,标配,起亚K3,无,4门5座三厢车,2700,自然吸气,0.0,4600/1780/1445,标配,0.0,,-,0.0
57,无,cd,0.552884615385,8.4,0.21233263521,2.58333333333,成都,2014-11,正常/正常,0.0,0.0,多点电喷,标配,标配,标配,无,8.4万公里,0.0,通风盘式,正常/无,无/无,无/无,无,麦弗逊式独立悬架,225/60 R16,机械液压助力,11.5,东风雪铁龙,2.0L 147马力 L4,0.0,自动,0.0,6档手自一体变速箱(AT),盘式,多连杆独立悬架,标配,标配/标配,标配,225/60 R16,0.0,0.0,标配,0.0,标配,0.0,雪铁龙C5 2014款 2.0L 自动尊享型,无,标配,国四,国四,2.0,1580,20.8,无,200,147.0,4600元（车价x4%，最低3500元） ,0.0,2014款,L4,0.0,6.0,0.0,0.0,汽油,92号,无,标配,标配,标配,中型车,2.0,无,标配,439,标配,雪铁龙C5,标配,4门5座三厢车,2815,自然吸气,2.0,4805/1860/1458,标配,0.0,,-,0.0
58,标配,cd,0.60736196319,7.2,0.436236766775,2.0,成都,2015-06,正常/正常,0.0,0.0,直喷,标配,标配,标配,无,7.2万公里,0.0,通风盘式,正常/无,无/无,无/无,无,麦弗逊式独立悬架,205/55 R16,电动助力,9.9,上汽通用雪佛兰,1.4T 150马力 L4,0.0,自动,0.0,7档双离合变速箱(DCT),盘式,后扭杆梁+瓦特连杆非独立悬架,无,标配/标配,标配,205/55 R16,0.0,0.0,标配,0.0,无,0.0,雪佛兰科鲁兹 2015款 1.4T DCG豪华版,无,无,国四,国四,1.4,1300,16.3,无,235,150.0,3960元（车价x4%，最低3500元） ,0.0,2015款,L4,0.0,4.0,0.0,0.0,汽油,92号,无,标配,无,标配,紧凑型车,3.0,无,无,430,标配,雪佛兰科鲁兹,标配,4门5座三厢车,2662,涡轮增压,0.0,4567/1786/1454,标配,0.0,,-,0.0
